,lat,lon,trip_id
1,41.1689633,-8.6491733,318185
2,41.1689266,-8.6492883,318185
3,41.1689983,-8.6492083,318185
4,41.16898,-8.6492216,318185
5,41.1689949,-8.6492283,318185
6,41.1689416,-8.6491516,318185
7,41.1689816,-8.64923,318185
8,41.1689716,-8.6491849,318185
9,41.1689566,-8.6491733,318185
10,41.16898,-8.6492216,318185
11,41.168945,-8.6491466,318185
12,41.1689616,-8.6491233,318185
13,41.1689483,-8.6491283,318185
14,41.1689466,-8.6491566,318185
15,41.1689983,-8.6492083,318185
16,41.1689866,-8.6492166,318185
17,41.1689883,-8.64923,318185
18,41.169,-8.6492066,318185
19,41.1689666,-8.649245,318185
20,41.1689216,-8.6493749,318185
21,41.1689566,-8.6491616,318185
22,41.16896,-8.649315,318185
23,41.1689483,-8.6491283,318185
24,41.1689433,-8.6491483,318185
25,41.1689649,-8.6491933,318185
26,41.1689583,-8.649115,318185
27,41.1689983,-8.6492083,318185
28,41.1689266,-8.6492883,318185
29,41.16898,-8.6492216,318185
30,41.16898,-8.649225,318185
31,41.1689,-8.6493233,318185
32,41.1690116,-8.6492016,318185
33,41.1689916,-8.6492066,318185
34,41.1689666,-8.6491516,318185
35,41.1689049,-8.649315,318185
36,41.168945,-8.6491416,318185
37,41.168925,-8.6493733,318185
38,41.1689633,-8.6491883,318185
39,41.16898,-8.6492266,318185
40,41.1690033,-8.6492133,318185
41,41.1689266,-8.6492883,318185
42,41.168975,-8.6492,318185
43,41.1689566,-8.6491616,318185
44,41.1689466,-8.6493166,318185
45,41.1689416,-8.6491466,318185
46,41.1689466,-8.6493166,318185
47,41.168945,-8.6493116,318185
48,41.1689483,-8.64917,318185
49,41.1689666,-8.6491516,318185
50,41.1689433,-8.6491683,318185
51,41.1690033,-8.6492133,318185
52,41.1689416,-8.6491666,318185
53,41.1689883,-8.6492183,318185
54,41.1689466,-8.6493133,318185
55,41.1689266,-8.6492883,318185
56,41.1689466,-8.6493166,318185
57,41.168955,-8.649145,318185
58,41.1689649,-8.6491766,318185
59,41.1689566,-8.6491616,318185
60,41.1689499,-8.6493283,318185
61,41.1689483,-8.6493316,318185
62,41.1689416,-8.6491566,318185
63,41.1690033,-8.6492133,318185
64,41.168935,-8.6493616,318185
65,41.1689983,-8.6492083,318185
66,41.1689483,-8.6491283,318185
67,41.1690083,-8.6492016,318185
68,41.168945,-8.6493466,318185
69,41.1689983,-8.6492083,318185
70,41.1689499,-8.6491233,318185
71,41.1689633,-8.6491949,318185
72,41.1689466,-8.6493166,318185
73,41.168945,-8.6493166,318185
74,41.1689583,-8.6493233,318185
75,41.1689416,-8.6493116,318185
76,41.1689583,-8.6493233,318185
77,41.168935,-8.6491266,318185
78,41.1689383,-8.6493583,318185
79,41.168945,-8.6493466,318185
80,41.168975,-8.6492033,318185
81,41.168955,-8.649145,318185
82,41.1689333,-8.6493583,318185
83,41.168955,-8.649145,318185
84,41.16897,-8.6491866,318185
85,41.1689633,-8.6492483,318185
86,41.1689833,-8.64922,318185
87,41.168955,-8.649325,318185
88,41.1690033,-8.6491933,318185
89,41.1689583,-8.6493266,318185
90,41.1689366,-8.6493116,318185
91,41.16898,-8.6491716,318185
92,41.168945,-8.6493466,318185
93,41.1689583,-8.6493133,318185
94,41.1689166,-8.6493083,318185
95,41.1690033,-8.6492133,318185
96,41.168945,-8.6493466,318185
97,41.1689433,-8.6491416,318185
98,41.1689216,-8.64928,318185
99,41.168975,-8.6492033,318185
100,41.1689583,-8.6493133,318185
101,41.16898,-8.6491416,318185
102,41.1689883,-8.6491933,318185
103,41.168985,-8.649225,318185
104,41.1689933,-8.6492116,318185
105,41.1689483,-8.6491683,318185
106,41.1689183,-8.6492916,318185
107,41.1689949,-8.6492116,318185
108,41.1689949,-8.64921,318185
109,41.1689616,-8.6491883,318185
110,41.1689116,-8.6493116,318185
111,41.1690166,-8.6491883,318185
112,41.1689116,-8.6492966,318185
113,41.1689566,-8.6491616,318185
114,41.168935,-8.64936,318185
115,41.1690366,-8.64918,318185
116,41.168975,-8.6492033,318185
117,41.1689483,-8.6493283,318185
118,41.1689716,-8.649235,318185
119,41.168935,-8.649135,318185
120,41.1689733,-8.6491949,318185
121,41.1689733,-8.64916,318185
122,41.1689816,-8.6491949,318185
123,41.168955,-8.6493233,318185
124,41.1689566,-8.6491433,318185
125,41.1689499,-8.649335,318185
126,41.1689049,-8.6493133,318185
127,41.1689566,-8.649335,318185
128,41.168935,-8.6492716,318185
129,41.1689266,-8.6492883,318185
130,41.16893,-8.6493433,318185
131,41.1689916,-8.6492116,318185
132,41.1689199,-8.6493083,318185
133,41.1689199,-8.6493083,318185
134,41.1689716,-8.64919,318185
135,41.168975,-8.6492033,318185
136,41.1689533,-8.6492533,318185
137,41.168985,-8.6491433,318185
138,41.1689416,-8.6493566,318185
139,41.1690366,-8.64918,318185
140,41.1689266,-8.6492883,318185
141,41.1690066,-8.6491983,318185
142,41.168935,-8.649355,318185
143,41.1690366,-8.64918,318185
144,41.1689583,-8.6493233,318185
145,41.168975,-8.6491983,318185
146,41.1689199,-8.6493083,318185
147,41.1689316,-8.6493533,318185
148,41.1689583,-8.6493133,318185
149,41.16893,-8.649315,318185
150,41.1689166,-8.6492633,318185
151,41.168955,-8.6493233,318185
152,41.1689266,-8.6493116,318185
153,41.1690066,-8.6491949,318185
154,41.1689716,-8.6492366,318185
155,41.1690366,-8.64918,318185
156,41.1689266,-8.6493083,318185
157,41.1689199,-8.6493083,318185
158,41.1689816,-8.6491833,318185
159,41.1689516,-8.64912,318185
160,41.1690033,-8.6492133,318185
161,41.1689583,-8.6493233,318185
162,41.168955,-8.649115,318185
163,41.1689766,-8.6492216,318185
164,41.1690366,-8.64918,318185
165,41.1689033,-8.649315,318185
166,41.16898,-8.6491399,318185
167,41.1689083,-8.6493,318185
168,41.16899,-8.6491883,318185
169,41.1689566,-8.6493233,318185
170,41.1691216,-8.6496033,318185
171,41.16898,-8.6492216,318185
172,41.16893,-8.649325,318185
173,41.1689199,-8.6493083,318185
174,41.16898,-8.6492216,318185
175,41.1689316,-8.6493316,318185
176,41.1689583,-8.6493233,318185
177,41.1689583,-8.6493133,318185
178,41.1689066,-8.6493666,318185
179,41.16903,-8.6491816,318185
180,41.168985,-8.6491866,318185
181,41.1690066,-8.6491949,318185
182,41.1689957,-8.6492655,318185
183,41.16896,-8.6493316,318185
184,41.1689183,-8.64938,318185
185,41.168975,-8.6492033,318185
186,41.1689499,-8.6491433,318185
187,41.1690266,-8.6491816,318185
188,41.1689583,-8.6493133,318185
189,41.1689583,-8.6493133,318185
190,41.1689649,-8.6491716,318185
191,41.1689516,-8.6493233,318185
192,41.1689033,-8.6493133,318185
193,41.168975,-8.6492033,318185
194,41.1689416,-8.64936,318185
195,41.168955,-8.6493233,318185
196,41.1689366,-8.6493466,318185
197,41.169015,-8.6492016,318185
198,41.16899,-8.6491933,318185
199,41.1689583,-8.6493133,318185
200,41.1689683,-8.6491499,318185
201,41.1689166,-8.6492716,318185
202,41.16898,-8.6492283,318185
203,41.1689066,-8.6493483,318185
204,41.168945,-8.6493466,318185
205,41.1689883,-8.6491583,318185
206,41.1689933,-8.6491933,318185
207,41.1689883,-8.6491916,318185
208,41.168975,-8.6492033,318185
209,41.1689866,-8.649155,318185
210,41.168955,-8.649335,318185
211,41.1690216,-8.6491849,318185
212,41.1689433,-8.6493483,318185
213,41.1689583,-8.6493233,318185
214,41.1689483,-8.6491483,318185
215,41.1689616,-8.6493083,318185
216,41.169045,-8.6493883,318185
217,41.1689983,-8.6492083,318185
218,41.1689833,-8.64919,318185
219,41.168945,-8.6493466,318185
220,41.1689116,-8.649385,318185
221,41.1689816,-8.6491966,318185
222,41.1690233,-8.6492883,318185
223,41.1689683,-8.6492399,318185
224,41.1689833,-8.64923,318185
225,41.1689866,-8.6491499,318185
226,41.168975,-8.6492033,318185
227,41.1689033,-8.6493066,318185
228,41.1689566,-8.64917,318185
229,41.1689583,-8.6493233,318185
230,41.168975,-8.6492033,318185
231,41.1689483,-8.6492666,318185
232,41.1689033,-8.6493366,318185
233,41.16898,-8.6492,318185
234,41.1689566,-8.6493233,318185
235,41.1689499,-8.6493333,318185
236,41.168955,-8.649145,318185
237,41.168915,-8.6492916,318185
238,41.168975,-8.6492033,318185
239,41.168955,-8.6491433,318185
240,41.1689216,-8.64929,318185
241,41.1689649,-8.6491499,318185
242,41.1689983,-8.649215,318185
243,41.1691333,-8.6495733,318185
244,41.1690316,-8.6491866,318185
245,41.1689583,-8.6491499,318185
246,41.16897,-8.6491633,318185
247,41.168975,-8.6492083,318185
248,41.1689016,-8.6493416,318185
249,41.1689616,-8.6491466,318185
250,41.16898,-8.6492233,318185
251,41.1689983,-8.6491883,318185
252,41.1689633,-8.6491983,318185
253,41.1689483,-8.6491566,318185
254,41.1689033,-8.6493283,318185
255,41.1689033,-8.6493166,318185
256,41.168985,-8.6491949,318185
257,41.1690316,-8.64918,318185
258,41.1689666,-8.6491516,318185
259,41.1690183,-8.6492583,318185
260,41.16899,-8.6491866,318185
261,41.1689566,-8.64917,318185
262,41.168955,-8.6491616,318185
263,41.1690366,-8.64918,318185
264,41.1690066,-8.64923,318185
265,41.169035,-8.64918,318185
266,41.168955,-8.6493233,318185
267,41.1690366,-8.64918,318185
268,41.1689933,-8.6491883,318185
269,41.1689533,-8.649145,318185
270,41.1689566,-8.6491616,318185
271,41.1689766,-8.64918,318185
272,41.16898,-8.6491983,318185
273,41.1689566,-8.6491616,318185
274,41.1689766,-8.6492333,318185
275,41.1688733,-8.6492616,318293
276,41.1689883,-8.6492016,318293
277,41.1689866,-8.649205,318293
278,41.169035,-8.64918,318293
279,41.1690416,-8.6491816,318293
280,41.169005,-8.6491216,318293
281,41.169035,-8.6492399,318293
282,41.16903,-8.649215,318293
283,41.1689883,-8.6492016,318293
284,41.1690033,-8.6491499,318293
285,41.1689566,-8.6491533,318293
286,41.1687733,-8.6492633,318293
287,41.1688016,-8.64926,318293
288,41.1689499,-8.6491783,318293
289,41.16903,-8.649215,318293
290,41.16902,-8.6492,318293
291,41.1689983,-8.6492316,318293
292,41.16894,-8.6492516,318293
293,41.168705,-8.6492516,318293
294,41.1690233,-8.6491183,318293
295,41.1689616,-8.6491416,318293
296,41.1689516,-8.6492816,318293
297,41.1689566,-8.6491533,318293
298,41.1690233,-8.6491183,318293
299,41.1689566,-8.6491533,318293
300,41.168945,-8.649165,318293
301,41.1690583,-8.64918,318293
302,41.1690033,-8.6492416,318293
303,41.168975,-8.6491566,318293
304,41.1689566,-8.6491533,318293
305,41.1689466,-8.6491683,318293
306,41.169025,-8.64916,318293
307,41.1690033,-8.6491499,318293
308,41.1689583,-8.6491533,318293
309,41.16872,-8.6492483,318293
310,41.1689566,-8.6491533,318293
311,41.1689566,-8.6491533,318293
312,41.1689916,-8.6491983,318293
313,41.169035,-8.6491849,318293
314,41.16902,-8.649115,318293
315,41.1689983,-8.6492366,318293
316,41.169015,-8.6492416,318293
317,41.1689883,-8.6492016,318293
318,41.1689566,-8.6491533,318293
319,41.1688833,-8.649265,318293
320,41.1690133,-8.6492333,318293
321,41.1689633,-8.6492483,318293
322,41.1689966,-8.6492433,318293
323,41.1690033,-8.6491499,318293
324,41.1689499,-8.6491783,318293
325,41.1689,-8.6492533,318293
326,41.1689,-8.6492616,318293
327,41.169015,-8.6491666,318293
328,41.1690216,-8.649175,318293
329,41.1690233,-8.649155,318293
330,41.1689683,-8.6491716,318293
331,41.1690066,-8.6491433,318293
332,41.1689483,-8.649215,318293
333,41.16896,-8.6491566,318293
334,41.1689983,-8.649235,318293
335,41.1689566,-8.6491533,318293
336,41.1689499,-8.6491783,318293
337,41.1687366,-8.649205,318293
338,41.1690283,-8.6491566,318293
339,41.1689616,-8.6491416,318293
340,41.1689583,-8.6491533,318293
341,41.1689616,-8.6491399,318293
342,41.1690383,-8.6491983,318293
343,41.169025,-8.6492416,318293
344,41.1689566,-8.6491533,318293
345,41.168955,-8.6491716,318293
346,41.1690233,-8.6491183,318293
347,41.1689566,-8.6491533,318293
348,41.1689416,-8.64929,318293
349,41.168975,-8.649135,318293
350,41.1689966,-8.6492316,318293
351,41.1687766,-8.6492,318293
352,41.1687266,-8.6492216,318293
353,41.1689616,-8.6491416,318293
354,41.16903,-8.649215,318293
355,41.1690083,-8.6491399,318293
356,41.1690083,-8.649175,318293
357,41.1689649,-8.6491433,318293
358,41.1689516,-8.6492816,318293
359,41.1689499,-8.6491783,318293
360,41.1689816,-8.649125,318293
361,41.1689566,-8.6491533,318293
362,41.1689883,-8.6492016,318293
363,41.1689883,-8.6492016,318293
364,41.16891,-8.6492533,318293
365,41.169045,-8.64919,318293
366,41.1689,-8.6492616,318293
367,41.1689583,-8.6491533,318293
368,41.1688,-8.6492683,318293
369,41.1690223,-8.6492612,318293
370,41.1689583,-8.6491533,318293
371,41.1688183,-8.649265,318293
372,41.1690033,-8.6491499,318293
373,41.1685449,-8.6490916,318293
374,41.1688783,-8.649275,318293
375,41.16893,-8.6492516,318293
376,41.1687683,-8.6492666,318293
377,41.1690666,-8.6492366,318293
378,41.1689499,-8.6491783,318293
379,41.1689566,-8.6491533,318293
380,41.1689566,-8.6491533,318293
381,41.1689499,-8.6491783,318293
382,41.1689,-8.6492616,318293
383,41.169023,-8.6490732,318293
384,41.1690204,-8.6492755,318293
385,41.1685683,-8.6491066,318293
386,41.169045,-8.6492383,318293
387,41.1689983,-8.649235,318293
388,41.1690016,-8.6491966,318293
389,41.1689716,-8.649165,318293
390,41.1690533,-8.6491883,318293
391,41.1689483,-8.64928,318293
392,41.1687083,-8.6492366,318293
393,41.1689616,-8.6491416,318293
394,41.1689733,-8.649245,318293
395,41.1689683,-8.64918,318293
396,41.1686066,-8.6491266,318293
397,41.1688416,-8.6492533,318293
398,41.1690233,-8.6491183,318293
399,41.1689566,-8.6491533,318293
400,41.1690416,-8.6491816,318293
401,41.1689833,-8.64921,318293
402,41.1690416,-8.6491816,318293
403,41.1690099,-8.6491683,318293
404,41.1689566,-8.6491533,318293
405,41.1690083,-8.6491833,318293
406,41.1689583,-8.6491533,318293
407,41.1689933,-8.6491366,318293
408,41.1689516,-8.64925,318293
409,41.1688783,-8.6492533,318293
410,41.1687,-8.6492849,318293
411,41.1689499,-8.6491783,318293
412,41.1689833,-8.6491283,318293
413,41.1690033,-8.6491499,318293
414,41.1689983,-8.6491833,318293
415,41.1689566,-8.6491533,318293
416,41.1689983,-8.6492399,318293
417,41.1684933,-8.6490683,318293
418,41.1690416,-8.6491816,318293
419,41.1689499,-8.6491783,318293
420,41.1689633,-8.6491483,318293
421,41.1690033,-8.6491499,318293
422,41.1690081,-8.6490289,318293
423,41.1690066,-8.6491366,318293
424,41.1689649,-8.6491416,318293
425,41.1690033,-8.6491499,318293
426,41.1690233,-8.6491183,318293
427,41.1689992,-8.6491659,318293
428,41.169005,-8.6491233,318293
429,41.1690083,-8.6491833,318293
430,41.1690416,-8.6491816,318293
431,41.168805,-8.6492666,318293
432,41.1689499,-8.6491783,318293
433,41.169015,-8.6491,318293
434,41.1689833,-8.649245,318293
435,41.1687849,-8.6492683,318293
436,41.1689883,-8.6492016,318293
437,41.1690016,-8.64923,318293
438,41.1689566,-8.6491533,318293
439,41.1689499,-8.6491783,318293
440,41.1689683,-8.6491933,318293
441,41.1690066,-8.6491783,318293
442,41.1690066,-8.6491833,318293
443,41.1688299,-8.6492566,318293
444,41.1689883,-8.6492016,318293
445,41.1690033,-8.6491499,318293
446,41.1689466,-8.6492849,318293
447,41.1689616,-8.6491416,318293
448,41.168675,-8.6492833,318293
449,41.1689566,-8.6491533,318293
450,41.1689983,-8.649145,318293
451,41.16889,-8.6492533,318293
452,41.1690566,-8.6492383,318293
453,41.169035,-8.6492066,318293
454,41.1686833,-8.6492466,318293
455,41.1689933,-8.6492433,318293
456,41.1689983,-8.6492333,318293
457,41.1689983,-8.6492266,318293
458,41.169005,-8.6492433,318293
459,41.1689499,-8.6491783,318293
460,41.1689883,-8.6492016,318293
461,41.1690033,-8.6492416,318293
462,41.1690033,-8.6491499,318293
463,41.1689616,-8.6491416,318293
464,41.1689499,-8.6491783,318293
465,41.1690133,-8.64917,318293
466,41.1688133,-8.6491816,318293
467,41.1689983,-8.6492316,318293
468,41.1689883,-8.6492016,318293
469,41.1690016,-8.6492399,318293
470,41.1689983,-8.6492316,318293
471,41.1690588,-8.6490389,318293
472,41.1689649,-8.6491533,318293
473,41.1690233,-8.6491183,318293
474,41.1689833,-8.6491566,318293
475,41.1690033,-8.6492416,318293
476,41.1690033,-8.6491499,318293
477,41.1686616,-8.6492566,318293
478,41.1689566,-8.6491533,318293
479,41.16887,-8.6492683,318293
480,41.16903,-8.649215,318293
481,41.1687433,-8.6492,318293
482,41.1690416,-8.6491816,318293
483,41.1690033,-8.6491933,318293
484,41.1690033,-8.6492416,318293
485,41.1690033,-8.6492416,318293
486,41.1690016,-8.6491366,318293
487,41.1689566,-8.6491533,318293
488,41.1689199,-8.6492516,318293
489,41.1689633,-8.6491766,318293
490,41.169,-8.6492383,318293
491,41.1690233,-8.6491183,318293
492,41.1689616,-8.6491416,318293
493,41.1690016,-8.6491966,318293
494,41.169025,-8.6491916,318293
495,41.1690233,-8.6491183,318293
496,41.168935,-8.6492866,318293
497,41.168975,-8.6491566,318293
498,41.169,-8.6491733,318293
499,41.1690083,-8.6491833,318293
500,41.1687416,-8.6492583,318293
501,41.1688683,-8.649255,318293
502,41.1689566,-8.6491533,318293
503,41.1689583,-8.6491733,318293
504,41.1689566,-8.6491533,318293
505,41.169,-8.6492516,318293
506,41.1690416,-8.6491816,318293
507,41.1689883,-8.6492016,318293
508,41.1689616,-8.6491499,318293
509,41.1689883,-8.6492016,318293
510,41.1689783,-8.6491616,318293
511,41.169005,-8.6491399,318293
512,41.1689966,-8.6491483,318293
513,41.1688583,-8.649255,318293
514,41.1690416,-8.6491816,318293
515,41.168665,-8.6492483,318293
516,41.1714683,-8.642235,318695
517,41.1721666,-8.6417966,318695
518,41.1582283,-8.6216466,318695
519,41.15713,-8.6164516,318695
520,41.1663799,-8.6375066,318695
521,41.158035,-8.6197116,318695
522,41.1569233,-8.6151633,318695
523,41.1639516,-8.6340833,318695
524,41.1721533,-8.641815,318695
525,41.1721583,-8.6418033,318695
526,41.165915,-8.6369883,318695
527,41.165595,-8.636445,318695
528,41.165555,-8.63637,318695
529,41.165415,-8.6362116,318695
530,41.1721216,-8.6418116,318695
531,41.16232,-8.6327916,318695
532,41.1582233,-8.6216266,318695
533,41.15713,-8.6164516,318695
534,41.172135,-8.641805,318695
535,41.1662816,-8.63743,318695
536,41.165385,-8.636225,318695
537,41.1642933,-8.6340483,318695
538,41.156935,-8.615105,318695
539,41.1727583,-8.6417583,318695
540,41.1573033,-8.6170616,318695
541,41.1656383,-8.636525,318695
542,41.165685,-8.6366066,318695
543,41.1704983,-8.64334,318695
544,41.1714599,-8.6422366,318695
545,41.1714216,-8.6422766,318695
546,41.1654566,-8.6361933,318695
547,41.1725916,-8.6415583,318695
548,41.171315,-8.64233,318695
549,41.1653716,-8.6362483,318695
550,41.164815,-8.6351066,318695
551,41.1640183,-8.634115,318695
552,41.1640866,-8.6340983,318695
553,41.1722,-8.6417333,318695
554,41.1727633,-8.64177,318695
555,41.1707116,-8.63943,318695
556,41.16649,-8.63756,318695
557,41.1719466,-8.64186,318695
558,41.1728333,-8.64158,318695
559,41.1718333,-8.6419016,318695
560,41.1647133,-8.634685,318695
561,41.1654366,-8.6361983,318695
562,41.1719733,-8.6418349,318695
563,41.165505,-8.6362383,318695
564,41.1708066,-8.642605,318695
565,41.17216,-8.64096,318695
566,41.1659883,-8.6370799,318695
567,41.1705866,-8.6393516,318695
568,41.1711666,-8.6425116,318695
569,41.162405,-8.6328833,318695
570,41.1727499,-8.6417466,318695
571,41.1581716,-8.6200216,318695
572,41.1582616,-8.6217316,318695
573,41.1654466,-8.6361933,318695
574,41.172905,-8.64165,318695
575,41.1642383,-8.6340583,318695
576,41.1717916,-8.6419249,318695
577,41.1729933,-8.6418033,318695
578,41.1723783,-8.6415,318695
579,41.17234,-8.641535,318695
580,41.172845,-8.6417933,318695
581,41.156935,-8.6150566,318695
582,41.1728083,-8.6417833,318695
583,41.1727183,-8.6417233,318695
584,41.1718933,-8.6418766,318695
585,41.1718483,-8.6418966,318695
586,41.1647266,-8.6347933,318695
587,41.1707699,-8.6426183,318695
588,41.1711916,-8.6425133,318695
589,41.1653833,-8.63628,318695
590,41.1654883,-8.6362216,318695
591,41.1655249,-8.6362933,318695
592,41.1650983,-8.6356233,318695
593,41.1614283,-8.6289813,318695
594,41.1707183,-8.6428383,318695
595,41.1727916,-8.6417716,318695
596,41.1569316,-8.6149566,318695
597,41.1707066,-8.6428416,318695
598,41.17141,-8.6422866,318695
599,41.15837,-8.621735,318695
600,41.1718049,-8.6419116,318695
601,41.1650166,-8.6354633,318695
602,41.164975,-8.6353966,318695
603,41.1649216,-8.635315,318695
604,41.1692683,-8.6387,318695
605,41.1720616,-8.6408566,318695
606,41.1721083,-8.6418166,318695
607,41.1644766,-8.6340916,318695
608,41.172145,-8.6418133,318695
609,41.1584016,-8.6210583,318695
610,41.1720583,-8.6418266,318695
611,41.1728716,-8.6416233,318695
612,41.1727916,-8.6415283,318695
613,41.1707616,-8.6426216,318695
614,41.1730316,-8.6418433,318695
615,41.1730049,-8.641855,318695
616,41.1720866,-8.6418216,318695
617,41.17273,-8.6417116,318695
618,41.1648683,-8.635225,318695
619,41.1719633,-8.6407533,318695
620,41.1614283,-8.6289813,318695
621,41.1584483,-8.62125,318695
622,41.1583083,-8.6204566,318695
623,41.15811,-8.619865,318695
624,41.1569366,-8.61501,318695
625,41.171425,-8.6422716,318695
626,41.166595,-8.6376233,318695
627,41.1667933,-8.6377283,318695
628,41.157375,-8.6172716,318695
629,41.1569166,-8.6152033,318695
630,41.1653783,-8.63623,318695
631,41.1573383,-8.6171666,318695
632,41.1729616,-8.6417066,318695
633,41.1715883,-8.6420883,318695
634,41.1710849,-8.6424966,318695
635,41.1710516,-8.6424966,318695
636,41.1582166,-8.6201766,318695
637,41.1707083,-8.642715,318695
638,41.165375,-8.6361833,318695
639,41.1718216,-8.6419066,318695
640,41.17075,-8.6426316,318695
641,41.170715,-8.6426966,318695
642,41.1708816,-8.6425516,318695
643,41.1718733,-8.641875,318695
644,41.1647766,-8.634995,318695
645,41.1712116,-8.6424783,318695
646,41.171095,-8.642495,318695
647,41.1705066,-8.64331,318695
648,41.1729716,-8.6418583,318695
649,41.1708149,-8.6425866,318695
650,41.1583366,-8.62062,318695
651,41.158265,-8.6203183,318695
652,41.1585316,-8.6217216,318695
653,41.1645683,-8.6342516,318695
654,41.1707083,-8.6427816,318695
655,41.165325,-8.6360083,318695
656,41.1572416,-8.6168616,318695
657,41.1641416,-8.6341016,318695
658,41.1729816,-8.6418566,318695
659,41.1697757,-8.5983248,318695
660,41.170925,-8.64249,318695
661,41.1727233,-8.6417183,318695
662,41.17138,-8.64229,318695
663,41.172205,-8.6417233,318695
664,41.1726866,-8.6414,318695
665,41.1652549,-8.63589,318695
666,41.1582616,-8.6217316,318695
667,41.172355,-8.6415233,318695
668,41.1711583,-8.642515,318695
669,41.17115,-8.6425299,318695
670,41.171345,-8.6423033,318695
671,41.1712583,-8.6424033,318695
672,41.1645516,-8.6342283,318695
673,41.1727283,-8.6417333,318695
674,41.1581633,-8.6218,318695
675,41.1711616,-8.6425116,318695
676,41.1713666,-8.6423016,318695
677,41.158505,-8.6215466,318695
678,41.15713,-8.6164516,318695
679,41.1633883,-8.6340716,318695
680,41.1704733,-8.6433883,318695
681,41.15713,-8.6164516,318695
682,41.1647166,-8.634565,318695
683,41.16507,-8.6355233,318695
